model_name,lead_time_step,variable,rmse,acc,backbone_rmse,rmse_abs_diff,is_pruned,is_quant
pruned_1_layers_epoch_6,1,t2m,0.7449048834140074,0.98952967461261,0.7415462858850064,0.0033585975290010284,True,False
pruned_2_layers_epoch_6,1,t2m,0.7567624286566367,0.9892182423415796,0.7415462858850064,0.015216142771630303,True,False
pruned_3_layers_epoch_6,1,t2m,0.7744937266051436,0.988707951327276,0.7415462858850064,0.03294744072013722,True,False
pruned_1_layers_epoch_6,2,t2m,0.8399692670593049,0.9871235113570144,0.8226299182662751,0.017339348793029785,True,False
pruned_2_layers_epoch_6,2,t2m,0.8620326455744951,0.9864942611262784,0.8226299182662751,0.03940272730822003,True,False
pruned_3_layers_epoch_6,2,t2m,0.8875264758504303,0.985572661434472,0.8226299182662751,0.06489655758415525,True,False
pruned_1_layers_epoch_6,3,t2m,0.9107266068458556,0.984526798045835,0.8749871467078865,0.03573946013796914,True,False
pruned_2_layers_epoch_6,3,t2m,0.9378574517186128,0.9836686936170695,0.8749871467078865,0.06287030501072632,True,False
pruned_3_layers_epoch_6,3,t2m,0.969083955501045,0.98244038307467,0.8749871467078865,0.09409680879315852,True,False
pruned_1_layers_epoch_6,4,t2m,0.986304732674327,0.9822284689162696,0.9333545725438848,0.05295016013044218,True,False
pruned_2_layers_epoch_6,4,t2m,1.0161654463027443,0.981355172628797,0.9333545725438848,0.08281087375885954,True,False
pruned_3_layers_epoch_6,4,t2m,1.0511632987906814,0.9797150489338284,0.9333545725438848,0.11780872624679661,True,False
pruned_1_layers_epoch_6,5,t2m,1.0930318189732855,0.9766922752950444,0.9881911580789022,0.10484066089438326,True,False
pruned_2_layers_epoch_6,5,t2m,1.09350144197155,0.9779712148218848,0.9881911580789022,0.10531028389264785,True,False
pruned_3_layers_epoch_6,5,t2m,1.14760581940912,0.9749962557627502,0.9881911580789022,0.15941466133021787,True,False
pruned_2_layers_epoch_6,6,t2m,1.181275712711185,0.9750136296842352,1.04864101336655,0.132634699344635,True,False
pruned_1_layers_epoch_6,6,t2m,1.2711090848432574,0.9668047208359788,1.04864101336655,0.22246807147670733,True,False
pruned_3_layers_epoch_6,6,t2m,1.280362703280742,0.9689331231170526,1.04864101336655,0.23172168991419206,True,False
pruned_2_layers_epoch_6,7,t2m,1.274291806380842,0.9703197346053308,1.0967049472158847,0.1775868591649572,True,False
pruned_4_layers_epoch_6,7,t2m,1.4047801328104967,0.9639369056211504,1.0967049472158847,0.308075185594612,True,False
pruned_3_layers_epoch_6,7,t2m,1.5182047929177738,0.9546347700017792,1.0967049472158847,0.42149984570188903,True,False
pruned_2_layers_epoch_6,8,t2m,1.4160891911171003,0.9638765474271508,1.156690362445469,0.25939882867163133,True,False
pruned_4_layers_epoch_6,8,t2m,1.503206846434311,0.9596010716267804,1.156690362445469,0.34651648398884194,True,False
pruned_1_layers_epoch_6,8,t2m,1.8804679689460624,0.9286586046218872,1.156690362445469,0.7237776065005934,True,False
pruned_2_layers_epoch_6,9,t2m,1.6197538009568966,0.9509411074595744,1.2132152911671048,0.4065385097897918,True,False
pruned_4_layers_epoch_6,9,t2m,1.6257522512414602,0.951689546334677,1.2132152911671048,0.41253696007435536,True,False
pruned_1_layers_epoch_6,9,t2m,2.323505435575986,0.8983872885810597,1.2132152911671048,1.110290144408881,True,False
pruned_4_layers_epoch_6,10,t2m,1.769828143732508,0.9437876700023032,1.2778140193257252,0.4920141244067828,True,False
pruned_2_layers_epoch_6,10,t2m,1.9297907685434352,0.9322199888069536,1.2778140193257252,0.65197674921771,True,False
