model_name,lead_time_step,variable,rmse,acc
backbone,1,z500,36.96995054276962,0.9993453085755503
backbone,1,t850,0.51979684979556,0.994621388406061
backbone,1,t2m,0.7415462858850064,0.9895937312914672
backbone,1,u10,0.5793602233492462,0.9904452179397285
backbone,1,v10,0.5870744153108011,0.9901924999066571
backbone,2,z500,51.52091954407079,0.9987346589898264
backbone,2,t850,0.6755504774647718,0.990961211353707
backbone,2,t2m,0.8226299182662751,0.9876125471551991
backbone,2,u10,0.7766938755632112,0.9825603555700633
backbone,2,v10,0.8021436979650786,0.9814019979045377
backbone,3,z500,63.62037038536711,0.9980713848295159
backbone,3,t850,0.7336604045756037,0.9892229897349907
backbone,3,t2m,0.8749871467078865,0.9856925313699179
backbone,3,u10,0.867956441207971,0.9784460846938234
backbone,3,v10,0.8990687701289214,0.9768624602083388
backbone,4,z500,82.16733384798358,0.9967963315921122
backbone,4,t850,0.8339754882471522,0.9861587632301799
backbone,4,t2m,0.9333545725438848,0.9840956490133062
backbone,4,u10,1.0270036742007933,0.9693385199461569
backbone,4,v10,1.0609520713710252,0.9672872374177645
backbone,5,z500,98.03055572509766,0.9954202701259591
backbone,5,t850,0.8915363007417604,0.9840174930055714
backbone,5,t2m,0.9881911580789022,0.9817767539503854
backbone,5,u10,1.1375752214612909,0.9627604597773631
backbone,5,v10,1.176204905829616,0.9601683613308315
backbone,6,z500,119.646077204017,0.9931721217805447
backbone,6,t850,0.9953455288982924,0.9801975412075746
backbone,6,t2m,1.04864101336655,0.9799248985738062
backbone,6,u10,1.3049535671425931,0.950170040796589
backbone,6,v10,1.3456002393914335,0.9470674325633981
backbone,7,z500,138.03661576596053,0.9908643231711574
backbone,7,t850,1.0642962419120958,0.9771242145053501
backbone,7,t2m,1.0967049472158847,0.9774993498232112
backbone,7,u10,1.4370271014101679,0.9401673644614619
backbone,7,v10,1.4839685935547897,0.9361872669704799
backbone,8,z500,161.36262247948673,0.987515662302518
backbone,8,t850,1.1725674747754742,0.9723862825825228
backbone,8,t2m,1.156690362445469,0.975498665311483
backbone,8,u10,1.6087987469561273,0.9237554905800845
